iter	Logloss
352	0.3292169448
353	0.3291083758
354	0.328914099
355	0.3287512592
356	0.3285987387
357	0.3285475166
358	0.3283198975
359	0.3281266098
360	0.3280675405
361	0.3279552389
362	0.3279071522
363	0.3277903556
364	0.3277627731
365	0.3276878044
366	0.3275330399
367	0.3274452756
368	0.3272322514
369	0.3270730824
370	0.3269494085
371	0.3266411505
372	0.3264935121
373	0.3264080462
374	0.3262918596
375	0.3261840512
376	0.3260480622
377	0.3258910756
378	0.3258073164
379	0.3256329676
380	0.3255998442
381	0.3254027569
382	0.3251413706
383	0.3250719281
384	0.3248292454
385	0.3245899052
386	0.324323094
387	0.3242037079
388	0.3241077294
389	0.323986271
390	0.3238715804
391	0.3236024549
392	0.3233863662
393	0.3232428104
394	0.3231738932
395	0.3229525083
396	0.3227645187
397	0.3225145107
398	0.3224718515
399	0.3223011183
400	0.3222003674
401	0.3221382565
402	0.3220402547
403	0.3218422182
404	0.3217994407
405	0.321568069
406	0.3214591061
407	0.3213603377
408	0.3210124347
409	0.3208434267
410	0.3206307457
411	0.3205273996
412	0.3204719292
413	0.3203084553
414	0.3201462771
415	0.3199971692
416	0.3199072907
417	0.3198749611
418	0.3196914955
419	0.3196230268
420	0.3195641966
421	0.319337048
422	0.3192477048
423	0.3191372145
424	0.3190860445
425	0.318986095
426	0.3188376051
427	0.318663929
428	0.3185668318
429	0.3184296294
430	0.3182899104
431	0.3180646903
432	0.3179557592
433	0.3177192036
434	0.3176388709
435	0.3175660185
436	0.317466451
437	0.3173723676
438	0.317282308
439	0.3171336564
440	0.3169965601
441	0.3169208099
442	0.3167052712
443	0.3165043386
444	0.3163908382
445	0.3162378871
446	0.3160401869
447	0.3159694466
448	0.3158248724
449	0.3156891911
450	0.3154389649
451	0.3153829876
452	0.3152261185
453	0.3150738809
454	0.3149452017
455	0.3147530275
456	0.3145149513
457	0.3143823975
458	0.3141852868
459	0.3139930404
460	0.313874813
461	0.3136565252
462	0.3135407923
463	0.3134419775
464	0.3133039402
465	0.3132459956
466	0.3130824736
467	0.312952556
468	0.3128163624
469	0.3126631402
470	0.3126115732
471	0.312453725
472	0.3123572974
473	0.3122872197
474	0.3120732807
475	0.3119903558
476	0.3117980809
477	0.3116639585
478	0.3115518481
479	0.311433701
480	0.3112530926
481	0.3111921906
482	0.311064766
483	0.3108642064
484	0.3106594372
485	0.3104859026
486	0.3102511135
487	0.3099915271
488	0.3098647031
489	0.3097273722
490	0.3096649216
491	0.3095434145
492	0.3094369149
493	0.3093292567
494	0.309226715
495	0.3091128274
496	0.3089224302
497	0.3086663409
498	0.3084872599
499	0.3083827975
500	0.3082432627
501	0.3080302838
502	0.3078450905
503	0.3077116439
504	0.307602193
505	0.3074725961
506	0.3073085949
507	0.3071756851
508	0.3070599328
509	0.3068180477
510	0.3066307384
511	0.3065056508
512	0.3064334975
513	0.3063019999
514	0.3061493008
515	0.3059560516
516	0.3057943695
517	0.3057003126
518	0.3055147745
519	0.3052524877
520	0.3051598713
521	0.3049886039
522	0.3048600457
523	0.3047178211
524	0.3045621742
525	0.3044280728
526	0.3043530741
527	0.30426671
528	0.3041120535
529	0.3039104433
530	0.3037404254
531	0.3036949163
532	0.3035809497
533	0.3034727769
534	0.3033606876
535	0.3032006212
536	0.3031208013
537	0.3028629249
538	0.3027260616
539	0.3026220208
540	0.3025009892
541	0.3024251897
542	0.3022809557
543	0.3021170878
544	0.3018720528
545	0.3017539316
546	0.3016329257
547	0.301568855
548	0.3014741837
549	0.3014118467
550	0.3012907876
551	0.3011614819
552	0.3010092584
553	0.3008752904
554	0.3007507554
555	0.3005598047
556	0.3005135869
557	0.3002384267
558	0.3001081444
559	0.300011557
560	0.299857386
561	0.2998361447
562	0.2997185439
563	0.2995158298
564	0.299372247
565	0.2991370011
566	0.2990244822
567	0.2988359211
568	0.2986804044
569	0.298531556
570	0.298245283
571	0.2979765856
572	0.2978944019
573	0.2977528746
574	0.2975971365
575	0.2973929051
576	0.2972166595
577	0.2969344132
578	0.2966609441
579	0.2965352509
580	0.2963164775
581	0.2961539846
582	0.2960853107
583	0.2960023126
584	0.2959511141
585	0.2958660774
586	0.2957350948
587	0.2956233715
588	0.2955401243
589	0.2953648879
590	0.2952439717
591	0.29511847
592	0.2950054378
593	0.2947457717
594	0.294555234
595	0.2944821395
596	0.2944091299
597	0.2942873753
598	0.2942545352
599	0.2941658981
600	0.2941306431
601	0.2940420731
602	0.2939426431
603	0.2938001396
604	0.2937575591
605	0.2935981345
606	0.2934160702
607	0.2932491684
608	0.2931288193
609	0.2929551163
610	0.2926813064
611	0.2926213307
612	0.2923549763
613	0.2921089565
614	0.2920711526
615	0.2918973844
616	0.2918021472
617	0.2917311331
618	0.2915758043
619	0.2914529945
620	0.2913819075
621	0.2911300994
622	0.2910256098
623	0.2908590406
624	0.2906779936
625	0.2905420062
626	0.2903935373
627	0.2901629672
628	0.2900278413
629	0.2898421313
630	0.289689855
631	0.2894985238
632	0.2893556723
633	0.2891540282
634	0.2889337755
635	0.2887584331
636	0.2886210303
637	0.2884985965
638	0.2883855285
639	0.2882372227
640	0.2881229338
641	0.2880430066
642	0.2879627436
643	0.2878487932
644	0.2875967431
645	0.2874598001
646	0.2872167094
647	0.2871548078
648	0.2868593773
649	0.2867362415
650	0.2865764629
651	0.2864312478
652	0.2862443903
653	0.2861159387
654	0.2859664366
655	0.28582776
656	0.285653557
657	0.285483279
658	0.2853220673
659	0.2851788353
660	0.2850594393
661	0.2849032961
662	0.284831981
663	0.2847650981
664	0.2846629514
665	0.2845729778
666	0.2844014254
667	0.2841333708
668	0.2840072646
669	0.2838895222
670	0.2837387998
671	0.2837199694
672	0.283546021
673	0.2834704669
674	0.2832444186
675	0.2831062291
676	0.2829869515
677	0.2827120784
678	0.2825654808
679	0.2824229755
680	0.2823317902
681	0.282210957
682	0.2820548159
683	0.2820401303
684	0.2817979404
685	0.2816650347
686	0.2815576938
687	0.2813479861
688	0.2811332517
689	0.2810308671
690	0.2809562768
691	0.2808319372
692	0.2806663292
693	0.2804411281
694	0.2802857017
695	0.2802455655
696	0.2800905512
697	0.2799325708
698	0.2796768805
699	0.2795403108
700	0.2794441002
701	0.279321101
702	0.2792418244
703	0.2791441616
704	0.2790118925
705	0.2788530856
706	0.2788450595
707	0.2787965155
708	0.2786275518
709	0.2784912391
710	0.2783207478
711	0.2781879524
712	0.2780238744
713	0.2778968118
714	0.277766141
715	0.2776830874
716	0.2775183835
717	0.2773859798
718	0.2771931317
719	0.2770672224
720	0.2769048761
721	0.2768339509
722	0.2767099596
723	0.276519156
724	0.2763954375
725	0.2761759889
726	0.2760299431
727	0.2759368245
728	0.2758471897
729	0.2757682744
730	0.2756311875
731	0.2755168272
732	0.275373215
733	0.2752540718
734	0.275071873
735	0.2748616284
736	0.2747087039
737	0.2746368873
738	0.2744994455
739	0.2744065489
740	0.2743074046
741	0.2741877377
742	0.274052843
743	0.2739780122
744	0.2738857511
745	0.2738090622
746	0.2736542117
747	0.2736331262
748	0.2734722489
749	0.2733519521
750	0.2732672844
751	0.2731682421
752	0.2729023694
753	0.2728450713
754	0.2726904858
755	0.2725575226
756	0.2724171352
757	0.2723123409
758	0.2722334195
759	0.2721022884
760	0.2719690792
761	0.2718371813
762	0.2717845269
763	0.2716362597
764	0.2715647957
765	0.2714965186
766	0.2712342019
767	0.2711366364
768	0.2710420725
769	0.2709506333
770	0.270890334
771	0.2707450242
772	0.2706652332
773	0.2705777689
774	0.2704306244
775	0.2703310858
776	0.270246876
777	0.2699972524
778	0.2699004706
779	0.2697427806
780	0.2695887434
781	0.2695309826
782	0.2693789604
783	0.2692916549
784	0.2691448705
785	0.2689836658
786	0.2688620946
787	0.2687149836
788	0.2686599443
789	0.268557942
790	0.2683662321
791	0.2682422972
792	0.2680831305
793	0.2679713677
794	0.2678285274
795	0.2677324066
796	0.2676601715
797	0.2676194297
798	0.2675305126
799	0.2673190802
800	0.2672912247
801	0.267120557
802	0.2668851741
803	0.2668220364
804	0.2666993588
805	0.2665459348
806	0.2664950399
807	0.2664023483
808	0.2661245967
809	0.2660582983
810	0.2659199232
811	0.2658364594
812	0.2657096357
813	0.265518082
814	0.2653593019
815	0.2652010405
816	0.2650899987
817	0.2649620133
818	0.2648611676
819	0.264774241
820	0.2646100645
821	0.2643803919
822	0.2642938135
823	0.2641413138
824	0.2640391086
825	0.2639699114
826	0.2637586932
827	0.2636885883
828	0.2635381465
829	0.2633969716
830	0.2633146239
831	0.2631356656
832	0.2629775134
833	0.2628439149
834	0.2626470396
835	0.2625589699
836	0.2624407413
837	0.2622952832
838	0.2620743925
839	0.2619040457
840	0.2617554124
841	0.2616971522
842	0.2615263085
843	0.2613765055
844	0.2612312116
845	0.2611044106
846	0.260990887
847	0.2608862368
848	0.2607667545
849	0.260599406
850	0.2605365701
851	0.2603489629
852	0.2601854593
853	0.2599738169
854	0.2598882299
855	0.2596861265
856	0.2594746226
857	0.2593972432
858	0.2592994499
859	0.2591845877
860	0.2591358497
861	0.2590515855
862	0.2589270614
863	0.2587828256
864	0.2587780747
865	0.2587302726
866	0.2586735186
867	0.2585731122
868	0.2583588744
869	0.2582351378
870	0.2581863632
871	0.258025964
872	0.2579485239
873	0.2577484609
874	0.2576833135
875	0.2575252356
876	0.2573919376
877	0.2572323744
878	0.2571271919
879	0.2570008994
880	0.2568774081
881	0.2567954265
882	0.2566744694
883	0.2564919273
884	0.2564478401
885	0.2562410986
886	0.2560139163
887	0.2559257717
888	0.2558030521
889	0.2556777133
890	0.2554742576
891	0.2553740161
892	0.2552094537
893	0.2550772421
894	0.254997309
895	0.2547854133
896	0.2546497185
897	0.2545595807
898	0.2544252172
899	0.2543091344
900	0.2542244329
901	0.2541192278
902	0.2539658461
903	0.2538432106
904	0.2536824311
905	0.2535976019
906	0.2534710016
907	0.253331341
908	0.2532215636
909	0.2530645961
910	0.2528411974
911	0.2527584684
912	0.2526845435
913	0.2524817286
914	0.2522938284
915	0.2521568974
916	0.2519841071
917	0.2517968455
918	0.2516019078
919	0.2514855626
920	0.2513674833
921	0.2512467308
922	0.2510711128
923	0.2509530792
924	0.2508510453
925	0.250736863
926	0.250586671
927	0.2505185762
928	0.250437867
929	0.2503304413
930	0.2502248501
931	0.2501082091
932	0.2500271351
933	0.2499705918
934	0.2497772388
935	0.2496322046
936	0.2495344383
937	0.249417143
938	0.2492718287
939	0.2491751958
940	0.2490429238
941	0.2489540061
942	0.2488455
943	0.2486700655
944	0.2484866775
945	0.2483915302
946	0.2481594001
947	0.2480038953
948	0.247823913
949	0.2478115804
950	0.2477022307
951	0.2476259336
952	0.2475286734
953	0.2474388223
954	0.2472658864
955	0.247135235
956	0.2469603466
957	0.2468392128
958	0.2467269202
959	0.2466411538
960	0.2464962921
961	0.2464250805
962	0.2462969599
963	0.2461701834
964	0.2459958756
965	0.2458813739
966	0.2458166604
967	0.245760212
968	0.2456334144
969	0.2455673779
970	0.2454763654
971	0.2453667398
972	0.2452160569
973	0.2451291938
974	0.2449666986
975	0.2447989295
976	0.2446906964
977	0.2445501012
978	0.2444320991
979	0.2442960558
980	0.2442095492
981	0.2441549783
982	0.2440765748
983	0.2439358996
984	0.2438338074
985	0.2437070311
986	0.2435001414
987	0.2433887332
988	0.2432953195
989	0.2431536647
990	0.243054831
991	0.2430171168
992	0.2428447241
993	0.2427674377
994	0.2426048522
995	0.2424088816
996	0.2422470181
997	0.2421316414
998	0.2419514984
999	0.2417984609
